VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee
2,2024-01-04 21:42:09,2024-01-04 21:56:20,1,3.31,1,N,142,107,1,17.0,1.0,0.5,4.4,0.0,1.0,26.4,2.5,0.0
2,2024-01-26 14:18:26,2024-01-26 14:34:54,4,0.0,1,N,43,230,1,14.2,0.0,0.5,0.0,0.0,1.0,18.2,2.5,0.0
2,2024-01-16 22:42:15,2024-01-16 22:57:43,2,7.41,1,N,138,262,1,31.0,6.0,0.5,9.59,6.94,1.0,59.28,2.5,1.75
2,2024-01-23 11:54:14,2024-01-23 12:19:59,1,4.67,1,N,13,230,1,27.5,0.0,0.5,6.3,0.0,1.0,37.8,2.5,0.0
2,2024-01-21 00:39:01,2024-01-21 00:46:49,1,3.34,1,N,50,151,2,14.9,1.0,0.5,0.0,0.0,1.0,19.9,2.5,0.0
2,2024-01-31 18:41:07,2024-01-31 19:13:03,1,4.79,1,N,162,42,1,29.6,2.5,0.5,3.0,0.0,1.0,39.1,2.5,0.0
2,2024-01-23 21:55:06,2024-01-23 22:03:22,,1.2,,,161,137,0,7.71,0.0,0.5,0.0,0.0,1.0,11.71,,
1,2024-01-21 17:29:57,2024-01-21 18:29:08,1,19.4,2,N,132,48,1,70.0,4.25,0.5,8.0,6.94,1.0,90.69,2.5,1.75
2,2024-01-24 18:57:00,2024-01-24 18:59:15,1,0.4,1,N,48,50,1,4.4,2.5,0.5,2.18,0.0,1.0,13.08,2.5,0.0
2,2024-01-18 18:49:28,2024-01-18 18:59:54,1,1.26,1,N,262,237,2,11.4,2.5,0.5,0.0,0.0,1.0,17.9,2.5,0.0
1,2024-01-29 23:17:04,2024-01-29 23:22:51,2,1.6,1,N,231,113,1,9.3,3.5,0.5,2.85,0.0,1.0,17.15,2.5,0.0
1,2024-01-14 21:59:16,2024-01-14 22:27:10,2,18.1,2,N,132,148,1,70.0,4.25,0.5,15.15,0.0,1.0,90.9,2.5,1.75
2,2024-01-15 03:50:08,2024-01-15 04:01:44,1,2.79,1,N,246,162,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0
2,2024-01-04 07:29:42,2024-01-04 07:29:44,1,0.0,5,N,264,264,1,80.0,0.0,0.5,4.0,0.0,1.0,85.5,0.0,0.0
2,2024-01-23 10:00:14,2024-01-23 10:06:50,1,0.72,1,N,100,161,1,7.9,0.0,0.5,2.38,0.0,1.0,14.28,2.5,0.0
2,2024-01-22 09:05:49,2024-01-22 09:12:18,6,1.06,1,N,79,114,1,7.9,0.0,0.5,2.38,0.0,1.0,14.28,2.5,0.0
2,2024-01-12 12:00:40,2024-01-12 12:04:50,1,0.61,1,N,236,263,3,5.8,0.0,0.5,0.0,0.0,1.0,9.8,2.5,0.0
2,2024-01-01 20:53:01,2024-01-01 21:04:42,1,2.14,1,N,170,142,1,12.8,1.0,0.5,0.0,0.0,1.0,17.8,2.5,0.0
1,2024-01-12 14:48:42,2024-01-12 15:09:12,1,2.5,1,N,262,239,2,17.7,2.5,0.5,0.0,0.0,1.0,21.7,2.5,0.0
2,2024-01-14 20:00:27,2024-01-14 20:14:34,1,3.54,1,N,141,41,1,17.7,0.0,0.5,6.5,0.0,1.0,28.2,2.5,0.0
2,2024-01-11 19:28:43,2024-01-11 19:35:58,1,2.06,1,N,239,166,1,10.7,2.5,0.5,4.3,0.0,1.0,21.5,2.5,0.0
2,2024-01-20 12:37:17,2024-01-20 12:45:08,2,1.32,1,N,48,163,1,9.3,0.0,0.5,2.0,0.0,1.0,15.3,2.5,0.0
2,2024-01-06 02:56:31,2024-01-06 03:01:49,1,1.18,1,N,43,239,1,7.9,1.0,0.5,1.29,0.0,1.0,14.19,2.5,0.0
2,2024-01-21 10:28:38,2024-01-21 10:42:58,4,2.16,1,N,142,90,1,14.9,0.0,0.5,3.78,0.0,1.0,22.68,2.5,0.0
2,2024-01-27 19:29:50,2024-01-27 19:34:47,2,0.95,1,N,236,236,1,7.2,0.0,0.5,2.24,0.0,1.0,13.44,2.5,0.0
2,2024-01-20 13:59:06,2024-01-20 14:01:55,1,0.77,1,N,68,68,1,5.8,0.0,0.5,2.94,0.0,1.0,12.74,2.5,0.0
2,2024-01-09 11:55:13,2024-01-09 12:00:36,1,0.84,1,N,234,68,1,7.2,0.0,0.5,2.24,0.0,1.0,13.44,2.5,0.0
2,2024-01-22 12:20:52,2024-01-22 12:28:10,1,0.45,1,N,141,141,2,7.9,0.0,0.5,0.0,0.0,1.0,11.9,2.5,0.0
2,2024-01-27 22:00:20,2024-01-27 22:09:11,1,1.1,1,N,161,142,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0
1,2024-01-08 11:22:29,2024-01-08 11:29:02,1,1.1,1,N,143,163,1,8.6,2.5,0.5,1.85,0.0,1.0,14.45,2.5,0.0
1,2024-01-05 13:19:46,2024-01-05 13:39:03,1,1.9,1,N,162,142,1,17.7,2.5,0.5,4.3,0.0,1.0,26.0,2.5,0.0
2,2024-01-31 07:35:34,2024-01-31 07:44:09,1,1.1,1,N,186,230,1,9.3,0.0,0.5,2.66,0.0,1.0,15.96,2.5,0.0
2,2024-01-26 17:03:16,2024-01-26 17:11:54,1,1.25,1,N,163,239,1,10.0,2.5,0.5,3.3,0.0,1.0,19.8,2.5,0.0
2,2024-01-29 22:33:14,2024-01-29 22:47:12,1,1.56,1,N,164,48,1,14.2,1.0,0.5,1.0,0.0,1.0,20.2,2.5,0.0
2,2024-01-03 22:04:13,2024-01-03 22:27:11,1,5.82,1,N,234,189,1,28.9,1.0,0.5,3.39,0.0,1.0,37.29,2.5,0.0
2,2024-01-29 07:38:26,2024-01-29 07:45:31,1,1.59,1,N,24,239,2,10.0,0.0,0.5,0.0,0.0,1.0,14.0,2.5,0.0
2,2024-01-12 17:18:16,2024-01-12 17:43:22,2,2.7,1,N,230,114,1,21.9,2.5,0.5,5.68,0.0,1.0,34.08,2.5,0.0
1,2024-01-10 23:18:55,2024-01-10 23:37:55,1,3.9,1,N,125,237,1,19.1,3.5,0.5,4.8,0.0,1.0,28.9,2.5,0.0
2,2024-01-26 20:25:00,2024-01-26 20:37:26,1,1.32,1,N,249,4,1,12.1,1.0,0.5,1.71,0.0,1.0,18.81,2.5,0.0
1,2024-01-13 13:46:18,2024-01-13 14:01:15,1,2.1,1,N,137,48,1,15.6,2.5,0.5,3.0,0.0,1.0,22.6,2.5,0.0
2,2024-01-20 10:41:19,2024-01-20 10:53:23,1,1.96,1,N,236,163,1,13.5,0.0,0.5,1.75,0.0,1.0,19.25,2.5,0.0
2,2024-01-10 16:44:17,2024-01-10 16:47:57,1,0.53,1,N,79,79,1,5.8,2.5,0.5,3.08,0.0,1.0,15.38,2.5,0.0
1,2024-01-22 07:09:23,2024-01-22 07:25:40,,0.0,,,151,243,0,24.36,0.0,0.5,0.0,0.0,1.0,25.86,,
2,2024-01-10 20:01:14,2024-01-10 20:07:09,1,1.34,1,N,161,237,1,8.6,2.5,0.5,2.72,0.0,1.0,17.82,2.5,0.0
2,2024-01-15 18:52:41,2024-01-15 19:07:03,1,5.46,1,N,132,28,2,23.3,0.0,0.5,0.0,0.0,1.0,26.55,0.0,1.75
2,2024-01-01 17:52:05,2024-01-01 18:07:01,1,4.47,1,N,237,79,1,21.2,0.0,0.5,3.5,0.0,1.0,28.7,2.5,0.0
2,2024-01-04 20:00:35,2024-01-04 20:08:28,1,1.18,1,N,68,107,2,9.3,2.5,0.5,0.0,0.0,1.0,15.8,2.5,0.0
2,2024-01-26 10:05:29,2024-01-26 10:09:48,1,1.31,1,N,238,236,2,7.9,0.0,0.5,0.0,0.0,1.0,11.9,2.5,0.0
2,2024-01-03 18:20:10,2024-01-03 18:36:33,2,5.32,1,N,132,130,1,24.0,2.5,0.5,4.0,0.0,1.0,33.75,0.0,1.75
2,2024-01-28 15:33:09,2024-01-28 15:44:43,2,1.92,1,N,114,170,1,12.8,0.0,0.5,0.0,0.0,1.0,16.8,2.5,0.0
2,2024-01-27 11:12:15,2024-01-27 11:21:11,2,0.95,1,N,186,246,2,9.3,0.0,0.5,0.0,0.0,1.0,13.3,2.5,0.0
1,2024-01-19 23:04:51,2024-01-19 23:21:38,,2.2,,,114,164,0,14.2,1.0,0.5,2.88,0.0,1.0,22.08,,
2,2024-01-13 12:33:01,2024-01-13 12:47:12,1,2.77,1,N,237,107,2,16.3,0.0,0.5,0.0,0.0,1.0,20.3,2.5,0.0
2,2024-01-16 23:07:00,2024-01-16 23:09:14,2,0.54,1,N,48,48,1,5.1,1.0,0.5,2.02,0.0,1.0,12.12,2.5,0.0
2,2024-01-18 18:50:55,2024-01-18 19:18:07,1,8.57,1,N,138,164,2,38.0,7.5,0.5,0.0,6.94,1.0,58.19,2.5,1.75
2,2024-01-13 18:55:26,2024-01-13 18:59:22,,0.75,,,238,239,0,14.22,0.0,0.5,4.56,0.0,1.0,22.78,,
1,2024-01-28 21:12:38,2024-01-28 21:26:21,1,2.3,1,N,162,249,1,14.2,3.5,0.5,3.8,0.0,1.0,23.0,2.5,0.0
2,2024-01-15 00:18:46,2024-01-15 00:28:18,1,2.44,1,N,125,246,1,12.8,1.0,0.5,3.56,0.0,1.0,21.36,2.5,0.0
2,2024-01-24 08:37:26,2024-01-24 08:47:09,1,1.71,1,N,143,230,1,11.4,0.0,0.5,3.08,0.0,1.0,18.48,2.5,0.0
2,2024-01-11 07:57:29,2024-01-11 08:08:11,1,1.68,1,N,186,142,2,12.1,0.0,0.5,0.0,0.0,1.0,16.1,2.5,0.0
1,2024-01-05 09:20:03,2024-01-05 09:34:22,1,1.7,1,N,162,236,1,12.8,2.5,0.5,3.35,0.0,1.0,20.15,2.5,0.0
2,2024-01-01 03:54:26,2024-01-01 04:00:04,2,1.17,1,N,90,79,2,7.9,1.0,0.5,0.0,0.0,1.0,12.9,2.5,0.0
2,2024-01-24 06:16:57,2024-01-24 06:31:37,1,8.94,1,N,233,138,1,34.5,5.0,0.5,10.09,6.94,1.0,60.53,2.5,0.0
2,2024-01-27 12:37:24,2024-01-27 12:50:58,6,1.13,1,N,162,48,1,12.8,0.0,0.5,2.0,0.0,1.0,18.8,2.5,0.0
2,2024-01-18 13:27:34,2024-01-18 13:40:42,1,1.47,1,N,236,140,1,12.8,0.0,0.5,4.2,0.0,1.0,21.0,2.5,0.0
2,2024-01-23 13:33:40,2024-01-23 13:40:07,2,0.9,1,N,43,142,2,7.9,0.0,0.5,0.0,0.0,1.0,11.9,2.5,0.0
2,2024-01-11 14:48:13,2024-01-11 15:04:26,2,1.43,1,N,164,246,1,15.6,0.0,0.5,3.92,0.0,1.0,23.52,2.5,0.0
2,2024-01-07 05:32:20,2024-01-07 06:09:03,1,19.7,1,N,132,25,1,74.4,1.0,0.5,12.0,0.0,1.0,90.65,0.0,1.75
1,2024-01-07 00:25:09,2024-01-07 00:34:24,0,1.9,1,N,114,170,1,10.7,3.5,0.5,3.1,0.0,1.0,18.8,2.5,0.0
1,2024-01-20 16:15:04,2024-01-20 16:25:48,1,1.6,1,N,148,137,1,10.7,2.5,0.5,2.0,0.0,1.0,16.7,2.5,0.0
2,2024-01-21 20:41:37,2024-01-21 21:11:52,1,11.41,1,N,90,14,1,48.5,1.0,0.5,0.0,6.94,1.0,60.44,2.5,0.0
2,2024-01-07 18:04:46,2024-01-07 18:18:11,2,6.39,1,N,132,258,2,25.4,0.0,0.5,0.0,0.0,1.0,28.65,0.0,1.75
2,2024-01-30 21:35:08,2024-01-30 21:45:04,,2.09,,,114,170,0,15.67,0.0,0.5,3.93,0.0,1.0,23.6,,
1,2024-01-24 18:00:25,2024-01-24 18:11:20,1,1.4,1,N,237,239,1,10.7,5.0,0.5,2.0,0.0,1.0,19.2,2.5,0.0
1,2024-01-05 07:20:13,2024-01-05 07:32:24,1,2.1,1,N,239,230,1,14.2,2.5,0.5,1.5,0.0,1.0,19.7,2.5,0.0
2,2024-01-25 17:59:33,2024-01-25 18:32:23,1,10.64,1,N,138,127,1,46.4,7.5,0.5,12.47,6.94,1.0,76.56,0.0,1.75
2,2024-01-03 17:57:41,2024-01-03 18:08:19,1,1.52,1,N,114,68,1,12.1,2.5,0.5,4.65,0.0,1.0,23.25,2.5,0.0
2,2024-01-26 23:19:00,2024-01-26 23:24:16,1,0.68,1,N,237,163,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0
2,2024-01-19 15:56:56,2024-01-19 16:04:54,1,1.1,1,N,234,246,1,9.3,0.0,0.5,3.32,0.0,1.0,16.62,2.5,0.0
2,2024-01-19 22:46:09,2024-01-19 23:11:58,1,11.44,1,N,249,196,2,46.4,1.0,0.5,0.0,0.0,1.0,51.4,2.5,0.0
1,2024-01-30 10:00:05,2024-01-30 10:39:39,1,0.0,99,N,177,231,1,27.5,0.0,0.5,0.0,0.0,1.0,29.0,0.0,0.0
1,2024-01-31 11:26:33,2024-01-31 11:44:06,1,2.0,1,N,161,68,1,16.3,2.5,0.5,4.05,0.0,1.0,24.35,2.5,0.0
2,2024-01-11 13:21:42,2024-01-11 14:03:47,,3.41,,,238,164,0,28.8,0.0,0.5,4.92,0.0,1.0,37.72,,
1,2024-01-14 03:57:03,2024-01-14 04:00:40,1,0.8,1,N,246,48,2,6.5,3.5,0.5,0.0,0.0,1.0,11.5,2.5,0.0
2,2024-01-05 19:59:02,2024-01-05 20:13:26,1,1.44,1,N,79,170,1,14.2,2.5,0.5,4.14,0.0,1.0,24.84,2.5,0.0
2,2024-01-08 21:09:04,2024-01-08 21:19:29,2,2.15,1,N,161,143,1,13.5,1.0,0.5,3.7,0.0,1.0,22.2,2.5,0.0
1,2024-01-18 13:09:13,2024-01-18 13:11:06,2,0.2,1,Y,236,236,2,4.4,2.5,0.5,0.0,0.0,1.0,8.4,2.5,0.0
2,2024-01-25 09:09:31,2024-01-25 09:18:51,2,1.84,1,N,116,166,1,11.4,0.0,0.5,2.58,0.0,1.0,15.48,0.0,0.0
2,2024-01-31 12:10:17,2024-01-31 12:32:17,1,8.71,1,N,138,263,1,36.6,5.0,0.5,13.13,6.94,1.0,67.42,2.5,1.75
2,2024-01-19 05:25:09,2024-01-19 05:51:15,1,19.78,3,N,230,1,1,93.7,1.0,0.0,23.82,23.38,1.0,142.9,0.0,0.0
2,2024-01-06 22:13:39,2024-01-06 22:20:35,1,0.66,1,N,141,262,1,7.9,1.0,0.5,1.25,0.0,1.0,14.15,2.5,0.0
2,2024-01-13 17:16:22,2024-01-13 17:42:23,1,1.57,1,N,233,48,2,21.2,0.0,0.5,0.0,0.0,1.0,25.2,2.5,0.0
1,2024-01-09 20:32:23,2024-01-09 20:36:44,1,0.7,1,N,48,230,1,5.8,3.5,0.5,1.5,0.0,1.0,12.3,2.5,0.0
1,2024-01-24 05:12:02,2024-01-24 05:40:02,1,8.3,99,N,178,88,1,30.5,0.0,0.5,0.0,0.0,1.0,32.0,0.0,0.0
1,2024-01-15 20:42:18,2024-01-15 20:58:27,1,3.0,1,N,234,141,1,15.6,3.5,0.5,1.0,0.0,1.0,21.6,2.5,0.0
2,2024-01-28 19:35:52,2024-01-28 19:46:17,1,1.03,1,N,186,137,1,10.7,0.0,0.5,2.94,0.0,1.0,17.64,2.5,0.0
2,2024-01-27 01:41:25,2024-01-27 01:49:45,1,1.18,1,N,90,224,1,10.0,1.0,0.5,3.75,0.0,1.0,18.75,2.5,0.0
2,2024-01-18 12:13:46,2024-01-18 12:49:24,1,5.78,1,N,239,211,1,35.9,0.0,0.5,7.98,0.0,1.0,47.88,2.5,0.0
1,2024-01-10 14:33:49,2024-01-10 14:44:05,1,1.5,1,N,100,234,1,11.4,2.5,0.5,3.05,0.0,1.0,18.45,2.5,0.0
1,2024-01-09 14:20:53,2024-01-09 14:28:49,2,0.6,1,N,142,48,1,8.6,2.5,0.5,0.0,0.0,1.0,12.6,2.5,0.0
1,2024-01-04 12:54:28,2024-01-04 13:01:07,1,0.7,1,N,141,140,1,7.9,2.5,0.5,2.35,0.0,1.0,14.25,2.5,0.0
1,2024-01-28 18:00:46,2024-01-28 18:05:33,1,0.6,1,N,113,249,1,5.8,2.5,0.5,2.0,0.0,1.0,11.8,2.5,0.0
2,2024-01-31 22:50:26,2024-01-31 23:09:47,1,2.66,1,N,48,229,1,19.1,1.0,0.5,4.82,0.0,1.0,28.92,2.5,0.0
2,2024-01-21 10:24:37,2024-01-21 11:15:14,2,20.47,1,N,261,265,1,84.2,0.0,0.0,19.72,13.38,1.0,118.3,0.0,0.0
2,2024-01-27 22:32:40,2024-01-27 23:00:16,1,4.15,1,N,114,145,1,26.8,1.0,0.5,7.0,0.0,1.0,38.8,2.5,0.0
